Date,Commodity,Price,Unit,File_Source
2018-12,Dry Beans,29.37,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Eggplant,5.21,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Farm Chese,26.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Farm Chicken,26.71,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Fresh Milk,14.28,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Frozen Macaroni fish,29.69,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Frozen Macril fish,41.17,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Garlic,14.1,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Gren Beans,6.45,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Gren Paper,6.68,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Guava,10,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Imported frozen buffalo meat,79.08,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Lentil,25.09,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Medium size Cabbag,7.42,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Medium size Cucumber,7.54,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Medium size Pidgeon,54.6,pair,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Medium size farm Eg,1.63,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Mullet Fish,63.84,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Navel Oranges,5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Nesto Chese,9.59,pieces,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Normal Wheat,8.37,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Old Roumi Chese,106.01,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Onion,7.96,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Pack of Tea,4.36,40 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Packed Honey,18.76,250 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Packed Sugar,14.1,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Packed White Rice,15.47,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Potato,7.25,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Romans,4.9,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Shep meat with bones,152.59,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Smal size Banana,6.82,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Smal size Squash,7.8,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Stored Full Crиme White Cheese,54.65,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Sun Flower Oil,23.34,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Tilapia Fish,28.37,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Tomato,4.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Unpacked Buffalo butter,97.12,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Unpacked Halva,32.79,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Unpacked Imported Cattle’s Butter,114.57,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Unpacked Molases,11.92,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Unpacked Pasta,7.76,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Unpacked Rice,11.13,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Unpacked Tahina,45.4,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Unpacked Wheat Flour,6.93,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Yellow Currot without leaps,6,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2018-12,Young age buffalo with bones,143,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 12 - 2018.pdf
2019-01,Apricot Jam,10.85,340 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Black Peper Grain,148.95,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Broad Beans,30.1,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Bufalo Buter,93.56,850 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Catefish,19.26,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Citrus,10.75,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Corindar,25.97,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Corn Oil,27.42,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Coton Sed Oil,19.96,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Crushed Beans,21.55,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Crushed Lentil,19.63,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Cumin,80.56,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Domestic Chicken,34.97,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Domestic Duck,45.85,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Dry Beans,29.07,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Eggplant,7,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Farm Chese,26.24,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Farm Chicken,26.71,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Fresh Milk,14.19,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Frozen Macaroni fish,29.69,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Frozen Macril fish,41.17,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Garlic,13.19,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Gren Beans,12.25,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Gren Paper,8,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Imported frozen buffalo meat,79.08,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Lentil,24.6,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Medium size Cabbag,9.25,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Medium size Cucumber,7.99,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Medium size Pidgeon,56.04,pair,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Medium size farm Eg,1.63,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Mullet Fish,63.84,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Navel Oranges,4.23,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Nesto Chese,9.59,pieces,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Normal Wheat,8.4,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Old Roumi Chese,108.04,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Onion,8.15,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Pack of Tea,4.36,40 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Packed Honey,18.76,250 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Packed Sugar,14.1,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Packed White Rice,16.25,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Potato,6.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Romans,6.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Seed Oranges,5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Shep meat with bones,152.59,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Smal size Banana,6.82,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Smal size Squash,9.49,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Stored Full Crиme White Cheese,54.65,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Sun Flower Oil,23.34,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Tilapia Fish,28.53,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Tomato,5.75,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Unpacked Buffalo butter,98.41,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Unpacked Halva,33.65,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Unpacked Imported Cattle’s Butter,114.57,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Unpacked Molases,11.92,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Unpacked Pasta,7.95,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Unpacked Rice,11.23,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Unpacked Tahina,46.4,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Unpacked Wheat Flour,6.93,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Yellow Currot without leaps,6,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-01,Young age buffalo with bones,143,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 1 - 2019.pdf
2019-02,Apricot Jam,11.04,340 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Black Peper Grain,146.56,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Broad Beans,31,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Bufalo Buter,87.5,850 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Catefish,19.3,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Citrus,10.75,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Corindar,25.67,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Corn Oil,27.42,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Coton Sed Oil,19.96,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Crushed Beans,22.89,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Crushed Lentil,19.63,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Cumin,79.94,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Domestic Chicken,41.6,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Domestic Duck,46.81,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Dry Beans,30.2,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Eggplant,10.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Farm Chese,26.32,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Farm Chicken,33.13,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Fresh Milk,14.52,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Frozen Macaroni fish,30.41,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Frozen Macril fish,42.95,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Garlic,13.19,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Gren Beans,20.79,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Gren Paper,12,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Imported frozen buffalo meat,79.08,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Lentil,24.71,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Medium size Cabbag,9.78,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Medium size Cucumber,9,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Medium size Pidgeon,56.04,pair,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Medium size farm Eg,1.7,single,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Mullet Fish,61.44,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Navel Oranges,4.23,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Nesto Chese,9.68,pieces,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Normal Wheat,8.4,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Old Roumi Chese,108.29,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Onion,8.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Pack of Tea,4.36,40 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Packed Honey,18.86,250 gram,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Packed Sugar,14.1,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Packed White Rice,16.3,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Potato,7.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Romans,7.04,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Seed Oranges,5.25,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Shep meat with bones,152.24,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Smal size Banana,6.82,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Smal size Squash,8.59,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Stored Full Crиme White Cheese,54.98,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Sun Flower Oil,23.34,Liter,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Tilapia Fish,29.5,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Tomato,5.85,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Unpacked Buffalo butter,96.78,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Unpacked Halva,34.26,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Unpacked Imported Cattle’s Butter,114.16,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
2019-02,Unpacked Molases,11.92,k.g,гКжУШ ГУЪЗС ЗбгУКебЯ бГег ЗбУбЪ ЗбЫРЗЖнЙ _ 2 - 2019.pdf
